Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Centric,aerotopes,size,genus,species,Gelatinous
Cymbella parva,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Cymbella,parva,0
Cymbella prostrata,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Cymbella,prostrata,0
Cymbella sp.,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Cymbella,,0
Cymbella ventricosa,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Cymbella,ventricosa,0
Cymbopleura lata,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Cymbopleura,lata,0
Cymbopleura similiformis,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Cymbopleura,similiformis,0
Cyste 1 de Chrysophycée,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Cyste,1,0
Cyste 2 de Chrysophycée,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Cyste,2,0
Cyste de Ceratium hirundinella,Dinophyceae,Peridiniales,0,0,1,0,Microphytoplancton,0,0,ell,NA,0,large,Cyste,de,0
Denticula tenuis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Denticula,tenuis,0
Desmarella brachycalyx,Choanoflagellatea,Choanoflagellida,1,1,0,0,Microphytoplancton,0,0,ell,NA,0,large,Desmarella,brachycalyx,0
Desmatractum indutum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,NA,0,large,Desmatractum,indutum,1
Diatoma ehrenbergii,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Diatoma,ehrenbergii,0
Diatoma elongatum,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Diatoma,elongatum,0
Diatoma mesodon,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Diatoma,mesodon,0
Diatoma moniliformis,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,0,small,Diatoma,moniliformis,0
Diatoma tenuis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Diatoma,tenuis,0
Diatoma vulgaris,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Diatoma,vulgaris,0
Diatomée morte,,,0,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Diatomee,morte,0
Diatomée vivante,,,0,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Diatomee,vivante,0
Diatomées sp.,,,0,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Diatomees,,0
Dictyochlorella reniformis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,NA,0,large,Dictyochlorella,reniformis,0
Dictyosphaerium cf subsolitarium,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Dictyosphaerium,subsolitarium,0
Dictyosphaerium cf tetrachotomum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Dictyosphaerium,tetrachotomum,0
Dictyosphaerium ehrenbergianum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Dictyosphaerium,ehrenbergianum,0
Dictyosphaerium elongatum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Dictyosphaerium,elongatum,0
Dictyosphaerium pulchellum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Dictyosphaerium,pulchellum,0
Dictyosphaerium subsolitarium,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Dictyosphaerium,subsolitarium,0
Dictyosphaerium subsolitarium cellule isolée,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,small,Dictyosphaerium,subsolitarium,0
Didymocystis bicellularis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Didymocystis,bicellularis,1
Didymocystis fina,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Didymocystis,fina,1
Didymocystis planctonica,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Didymocystis,planctonica,1
Didymocystis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Didymocystis,,1
Dimorphococcus cordatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Dimorphococcus,cordatus,1
Dimorphococcus lunatus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Dimorphococcus,lunatus,1
Dinobryon anneciense,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,anneciense,0
Dinobryon bavaricum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,bavaricum,0
Dinobryon bavaricum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,bavaricum,0
Dinobryon bavaricum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,bavaricum,0
Dinobryon calyciforme plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Dinobryon,calyciforme,0
Dinobryon cylindricum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,cylindricum,0
Dinobryon cylindricum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,cylindricum,0
Dinobryon cylindricum var. alpinum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,trel,0,0,large,Dinobryon,cylindricum,0
Dinobryon cylindricum var. alpinum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,trel,0,0,large,Dinobryon,cylindricum,0
Dinobryon cylindricum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,cylindricum,0
Dinobryon divergens,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,divergens,0
Dinobryon divergens plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,divergens,0
Dinobryon divergens vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,divergens,0
Dinobryon elegantissimum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,elegantissimum,0
Dinobryon elegantissimum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,elegantissimum,0
Dinobryon elegantissimum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,elegantissimum,0
Dinobryon eurystoma,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,con,0,0,large,Dinobryon,eurystoma,0
Dinobryon pediforme,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,tub,NA,0,large,Dinobryon,pediforme,0
Dinobryon petiolatum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,petiolatum,0
Dinobryon petiolatum f.?,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,petiolatum,0
Dinobryon sertularia,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sertularia,0
Dinobryon sertularia plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sertularia,0
Dinobryon sertularia var. protractum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sertularia,0
Dinobryon sertularia var. protuberans,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,con,0,0,large,Dinobryon,sertularia,0
Dinobryon sertularia vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sertularia,0
Dinobryon sociale var. americanum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sociale,0
Dinobryon sociale var. americanum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sociale,0
Dinobryon sociale var. americanum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sociale,0
Dinobryon sociale var. stipitatum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sociale,0
Dinobryon sociale var. stipitatum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sociale,0
Dinobryon sociale var. stipitatum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Dinobryon,sociale,0
Dinosphaera palustris,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,sphe,NA,0,large,Dinosphaera,palustris,0
Diploneis elliptica,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Diploneis,elliptica,0
Diploneis maulerii,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Diploneis,maulerii,0
Diploneis minuta,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,NA,0,small,Diploneis,minuta,0
Diploneis oblongella,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,NA,0,small,Diploneis,oblongella,0
Diploneis oculata,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,NA,0,small,Diploneis,oculata,0
Diploneis ovalis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Diploneis,ovalis,0
Diploneis sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Diploneis,,0
Diplopsalis acuta,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,NA,0,large,Diplopsalis,acuta,0
Discostella stelligera,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,1,0,small,Discostella,stelligera,0
Discostella woltereckii,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,1,0,small,Discostella,woltereckii,1
Echinosphaerella limnetica,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,NA,0,small,Echinosphaerella,limnetica,1
Elakatothrix gelatinosa,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Elakatothrix,gelatinosa,0
Elakatothrix sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Elakatothrix,,0
Elakatothrix viridis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Elakatothrix,viridis,0
Encyonema minutum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,NA,0,large,Encyonema,minutum,0
Encyonema prostratum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,NA,0,large,Encyonema,prostratum,0
Encyonema reichardtii,Bacillariophyceae,Cymbellales,1,0,1,0,Nanophytoplancton,0,1,box,NA,0,small,Encyonema,reichardtii,0
Encyonema silesiacum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,NA,0,large,Encyonema,silesiacum,0
Encyonema triangulum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,NA,0,large,Encyonema,triangulum,0
Encyonopsis microcephala,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,NA,0,large,Encyonopsis,microcephala,0
Eolimna minima,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,NA,0,small,Eolimna,minima,0
Epipyxis condensata,Chrysophyceae,Chromulinales,1,NA,NA,NA,Nanophytoplancton,0,1,ell,0,0,small,Epipyxis,condensata,1
Epipyxis cylindrica,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Epipyxis,cylindrica,0
Epipyxis gracilis,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Epipyxis,gracilis,0
Epipyxis planctonica,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,tub,NA,0,large,Epipyxis,planctonica,0
Epipyxis polymorpha,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,tub,NA,0,large,Epipyxis,polymorpha,0
Epipyxis sp.,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,tub,NA,0,small,Epipyxis,,0
Epipyxis tabellariae,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Epipyxis,tabellariae,0
Epithemia adnata,Bacillariophyceae,Rhopalodiales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Epithemia,adnata,0
Epithemia sp.,Bacillariophyceae,Rhopalodiales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Epithemia,,0
Erkenia subaequiciliata,Prymnesiophyceae,Prymnesiales,1,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Erkenia,subaequiciliata,0
Euastrum sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,rhp,0,0,large,Euastrum,,1
Euastrum subalpinum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,rhp,0,0,large,Euastrum,subalpinum,1
Eudorina elegans,Chlorophyceae,Volvocales,0,0,0,1,Microphytoplancton,0,1,sphe,0,0,large,Eudorina,elegans,1
Eudorina elegans cellule isolée,Chlorophyceae,Volvocales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,small,Eudorina,elegans,1
Euglena acus,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,doco,0,0,large,Euglena,acus,0
Euglena gaumei,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Euglena,gaumei,0
Euglena korsikovii,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Euglena,korsikovii,0
Euglena oxyuris,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Euglena,oxyuris,0
Euglena proxima,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Euglena,proxima,0
Euglena sp.,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Euglena,,0
Euglena tripteris,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Euglena,tripteris,0
Euglena viridis,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Euglena,viridis,0
Eunotia arcus,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Eunotia,arcus,0
Eunotia bilunaris,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Eunotia,bilunaris,0
Eunotia exigua,Bacillariophyceae,Eunotiales,1,0,1,0,Nanophytoplancton,0,1,box,0,0,small,Eunotia,exigua,0
Eunotia minor,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Eunotia,minor,0
Eunotia naegelii,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Eunotia,naegelii,0
Eunotia praerupta,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Eunotia,praerupta,0
Eunotia serra var. tetraodon,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Eunotia,serra,0
Eunotia sp.,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Eunotia,,0
Eutetramorus fottii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,NA,0,small,Eutetramorus,fottii,1
Eutetramorus globosus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,sphe,NA,0,large,Eutetramorus,globosus,1
Eutetramorus nygaardii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,sphe,NA,0,large,Eutetramorus,nygaardii,1
Eutetramorus sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,sphe,NA,0,large,Eutetramorus,,1
Flagellé allongé (zoospores de chlorophycée),,,1,0,0,1,Nanophytoplancton,0,0,trel,NA,0,small,Flagelle,allonge,1
flagellé diam 10µm,,,1,0,0,1,Nanophytoplancton,0,0,trel,NA,0,small,flagelle,diam,1
flagellé diam 2µm,,,1,0,0,1,Nanophytoplancton,0,0,trel,NA,0,small,flagelle,diam,1
flagellé diam 5µm,,,1,0,0,1,Nanophytoplancton,0,0,trel,NA,0,small,flagelle,diam,1
Flagellés sp.,,,1,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Flagelles,,0
Fotterella tetrachlorella,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,NA,0,large,Fotterella,tetrachlorella,1
Fragilaria arcus,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,arcus,0
Fragilaria berolinensis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,berolinensis,0
Fragilaria brevistriata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,0,small,Fragilaria,brevistriata,0
Fragilaria capucina,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,capucina,0
Fragilaria capucina var. radians,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,capucina,0
Fragilaria capucina var. vaucheriae,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,capucina,0
Fragilaria construens,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,0,small,Fragilaria,construens,0
Fragilaria construens f. binodis,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,0,small,Fragilaria,construens,0
Fragilaria construens f. venter,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,0,small,Fragilaria,construens,0
Fragilaria crotonensis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,1,1,box,0,0,large,Fragilaria,crotonensis,0
Fragilaria cyclopum,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,cyclopum,0
Fragilaria dilatata,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,dilatata,0
Fragilaria lanceolata,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,lanceolata,0
Fragilaria longifusiformis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,longifusiformis,0
Fragilaria nanana,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,nanana,0
Fragilaria parasitica,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,0,small,Fragilaria,parasitica,0
Fragilaria perminuta,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,0,large,Fragilaria,perminuta,1
Fragilaria pinnata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,0,small,Fragilaria,pinnata,0
Fragilaria planctonica,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,0,small,Fragilaria,planctonica,0
Fragilaria radians,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,radians,0
Fragilaria rumpens,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,rumpens,0
Fragilaria sp.,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,0,small,Fragilaria,,0
Fragilaria tenera,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,trel,0,0,large,Fragilaria,tenera,0
Fragilaria tenera var. lemanensis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,tenera,0
Fragilaria ulna,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,ulna,0
Fragilaria ulna var. acus,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,0,large,Fragilaria,ulna,0
Fragilaria ulna var. angustissima,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,0,large,Fragilaria,ulna,0
Fragilaria virescens,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Fragilaria,virescens,0
Franceia amphitricha,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,trel,NA,0,small,Franceia,amphitricha,1
Franceia ovalis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,trel,NA,0,small,Franceia,ovalis,1
Frustulia rhomboides,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,1,box,NA,0,large,Frustulia,rhomboides,0
Frustulia sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,1,box,NA,0,large,Frustulia,,0
Geissleria acceptata,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,NA,0,small,Geissleria,acceptata,0
Geissleria decussis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Geissleria,decussis,0
Geitlerinema acutissimum,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,ell,NA,0,large,Geitlerinema,acutissimum,0
Geitlerinema amphibium,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Geitlerinema,amphibium,0
Geminella interrupta,Ulvophyceae,Ulotrichales,0,0,0,1,Nanophytoplancton,1,1,trel,NA,0,small,Geminella,interrupta,1
Geminella subtillissima,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,trel,NA,0,large,Geminella,subtillissima,1
Glenodinium sp.,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Glenodinium,,0
Gloeocapsa granosa,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,1,small,Gloeocapsa,granosa,0
Gloeocapsopsis sp.,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,NA,0,small,Gloeocapsopsis,,1
Gloeocystis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Gloeocystis,,0
Gloeocystis vesiculosa,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Gloeocystis,vesiculosa,0
Gloeotila spiralis,Chlorophyceae,Volvocales,0,0,0,1,Nanophytoplancton,1,1,tub,NA,0,small,Gloeotila,spiralis,1
Golenkinia radiata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,small,Golenkinia,radiata,1
Golenkinia viridis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,small,Golenkinia,viridis,1
Golenkiniopsis chlorelloides,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,NA,0,small,Golenkiniopsis,chlorelloides,1
Golenkiniopsis longispina,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,NA,0,small,Golenkiniopsis,longispina,1
Golenkiniopsis parvula,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,NA,0,small,Golenkiniopsis,parvula,1
Golenkiniopsis solitaria,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,NA,0,small,Golenkiniopsis,solitaria,1
Golenkiniopsis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,NA,0,small,Golenkiniopsis,,1
Gomphonema acuminatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,acuminatum,0
Gomphonema angustatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,angustatum,0
Gomphonema augur,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,augur,0
Gomphonema carolinense,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,carolinense,0
Gomphonema clavatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,clavatum,0
Gomphonema constrictum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,constrictum,0
Gomphonema intricatum var. pumila,Bacillariophyceae,Cymbellales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Gomphonema,intricatum,0
Gomphonema lanceolatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,lanceolatum,0
Gomphonema minutum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,minutum,0
Gomphonema olivaceum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,olivaceum,0
Gomphonema parvulum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,parvulum,0
Gomphonema parvulum var. exilissimum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,parvulum,0
Gomphonema pumilum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,pumilum,0
Gomphonema sp.,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,,0
Gomphonema truncatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gomphonema,truncatum,0
