taxon,date,group,Length,Width,Colonies,shape,cell sa,cell vol,cell mld,colony shape,colony length,colony width,colony sa,colony vol,colony mld,extra source
Cryptomonas.spp.,4/28/2014,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,11/5/2007,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,12/6/2004,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,11/5/2007,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,4/28/2014,Cryptophytes,15.5,8.8,1,Ellipsoid,373.3337001,628.4860823,15.5,,,,,,,
Cryptomonas.spp.,5/3/2010,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,7/17/2006,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,2/28/2011,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/30/2005,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,5/3/2010,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,3/2/2009,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,8/11/2014,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/5/2014,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,8/10/2009,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,1/19/2015,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,7/23/2007,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,4/21/2008,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,12/20/2004,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,2/13/2012,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,10/26/2009,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,12/20/2004,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,4/18/2011,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,3/26/2007,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,6/6/2016,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,7/14/2014,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,11/4/2013,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,3/14/2011,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,10/31/2016,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,3/14/2011,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,11/9/2009,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,11/9/2009,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,11/9/2009,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,5/12/2014,Cryptophytes,25,13.2,1,Ellipsoid,892.9593279,2280.796267,25,,,,,,,
Cryptomonas.spp.,5/12/2014,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,4/10/2012,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,1/3/2005,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,7/13/2009,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,1/3/2005,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,12/19/2011,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,12/19/2016,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,9/11/2006,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/8/2006,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,7/19/2004,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,5/2/2011,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,7/23/2012,Cryptophytes,40,18,1,Ellipsoid,1907.134768,6785.840132,40,,,,,,,
Cryptomonas.spp.,7/21/2008,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,8/25/2014,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,7/26/2004,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,8/18/2008,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,6/4/2012,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,4/20/2015,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,1/17/2005,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,6/16/2008,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,6/8/2015,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,7/31/2006,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,4/20/2015,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,9/18/2006,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,4/22/2013,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,6/8/2015,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,8/9/2010,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,5/5/2008,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,5/5/2008,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,5/17/2010,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,10/4/2010,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,4/27/2015,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,4/27/2015,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/15/2006,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,8/11/2004,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,5/9/2011,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,9/1/2014,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,8/11/2004,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,9/19/2011,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,12/2/2013,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,12/2/2013,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,5/13/2008,Cryptophytes,20.2,10,1,Ellipsoid,541.5899951,1057.669527,20.2,,,,,,,
Cryptomonas.spp.,8/6/2007,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/25/2010,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,7/30/2012,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,1/31/2005,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,1/31/2005,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,3/26/2012,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,9/1/2008,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,9/12/2016,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,3/30/2009,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/16/2011,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,5/22/2006,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,6/20/2016,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,6/20/2016,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,12/16/2013,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,10/1/2012,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,12/21/2009,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,9/15/2014,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,8/13/2007,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,4/16/2007,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,5/31/2010,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,1/8/2008,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,11/7/2005,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,11/5/2012,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/16/2011,Cryptophytes,50,20,1,Ellipsoid,2615.183638,10471.97551,50,,,,,,,
Cryptomonas.spp.,8/23/2004,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,2/1/2016,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,8/6/2012,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,1/4/2010,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,6/2/2014,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,5/6/2013,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,5/23/2011,Cryptophytes,40,20,1,Ellipsoid,2147.843533,8377.58041,40,,,,,,,
Cryptomonas.spp.,4/11/2011,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,3/12/2007,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,4/11/2011,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,8/13/2007,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,5/29/2006,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,9/26/2011,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,5/29/2006,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,10/19/2009,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,11/8/2010,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,5/18/2015,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,5/30/2011,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,3/22/2004,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,9/29/2014,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,9/6/2010,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,2/15/2016,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,11/8/2010,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,10/16/2006,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,6/2/2008,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,11/22/2010,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,6/7/2010,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,6/6/2011,Cryptophytes,50,20,1,Ellipsoid,2615.183638,10471.97551,50,,,,,,,
Cryptomonas.spp.,5/13/2013,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,6/6/2011,Cryptophytes,45,20,1,Ellipsoid,2380.447221,9424.777961,45,,,,,,,
Cryptomonas.spp.,9/15/2008,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,9/15/2008,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,6/6/2006,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,6/2/2008,Cryptophytes,40,20,1,Ellipsoid,2147.843533,8377.58041,40,,,,,,,
Cryptomonas.spp.,8/10/2009,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,10/23/2006,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,4/8/2013,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,9/6/2004,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,6/10/2014,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/25/2015,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,7/11/2005,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,8/13/2012,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,10/6/2014,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,9/22/2008,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/25/2015,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,12/6/2010,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,1/15/2007,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,10/30/2006,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,2/2/2004,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,3/16/2009,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/12/2014,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,10/13/2014,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,10/13/2014,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,4/10/2012,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,5/21/2013,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,6/16/2014,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,9/23/2013,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,10/17/2011,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,9/26/2016,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,9/26/2016,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,7/13/2009,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,6/20/2011,Cryptophytes,40,20,1,Ellipsoid,2147.843533,8377.58041,40,,,,,,,
Cryptomonas.spp.,4/20/2009,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,12/17/2012,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,7/25/2005,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,6/1/2015,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,8/27/2012,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,12/3/2007,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,12/20/2010,Cryptophytes,40,20,1,Ellipsoid,2147.843533,8377.58041,40,,,,,,,
Cryptomonas.spp.,9/7/2015,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,12/20/2010,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,7/20/2009,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,4/27/2009,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,4/13/2004,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,6/4/2012,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,4/3/2006,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,1/4/2016,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,9/30/2013,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,9/30/2013,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,6/8/2015,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,5/9/2016,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,11/18/2013,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,2/12/2007,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,8/27/2007,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,1/3/2011,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,11/20/2006,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,1/3/2011,Cryptophytes,50,20,1,Ellipsoid,2615.183638,10471.97551,50,,,,,,,
Cryptomonas.spp.,9/27/2004,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,3/29/2005,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,10/31/2011,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,6/23/2008,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,10/13/2008,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,9/14/2015,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,8/31/2009,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,10/15/2007,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,5/21/2007,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,6/27/2011,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,12/4/2006,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,1/7/2013,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,2/13/2006,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,8/1/2005,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,10/20/2008,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,5/4/2009,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,11/24/2014,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,7/3/2006,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,6/3/2013,Cryptophytes,35,17.5,1,Ellipsoid,1644.442705,5612.324376,35,,,,,,,
Cryptomonas.spp.,9/7/2009,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,3/1/2010,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,6/3/2013,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,6/3/2013,Cryptophytes,10,5,1,Ellipsoid,134.2402208,130.8996939,10,,,,,,,
Cryptomonas.spp.,10/20/2008,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,5/3/2004,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,7/6/2010,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,7/6/2010,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,9/21/2015,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/29/2007,Cryptophytes,25,12.5,1,Ellipsoid,839.00138,2045.307717,25,,,,,,,
Cryptomonas.spp.,1/31/2011,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,1/31/2011,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
Cryptomonas.spp.,5/29/2007,Cryptophytes,15,7.5,1,Ellipsoid,302.0404968,441.7864669,15,,,,,,,
Cryptomonas.spp.,5/11/2009,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,11/7/2011,Cryptophytes,30,15,1,Ellipsoid,1208.161987,3534.291735,30,,,,,,,
Cryptomonas.spp.,5/23/2016,Cryptophytes,20,10,1,Ellipsoid,536.9608832,1047.197551,20,,,,,,,
