,Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Gelatinous,Diatom,Cyanobacteria,Centric,aerotopes,size,genus,species
349,Kephyrion sp2 plein,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,
350,Kephyrion sp2 vide,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,
351,Kephyrion sp3,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,
352,Kephyrion spirale,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,spirale
353,Kephyrion littorale,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,littorale
354,kyste Chrysophycee N°1,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,kyste,Chrysophycee
355,"Kyste de chrysophycées N°2 (diam. 17,5µm)",Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kyste,de
356,Kystes de chrysophycées (14µ),Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kystes,de
357,Kystes de chrysophycées (30µ),Chrysophyceae,,0,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Kystes,de
358,Kyste de Dinobryon,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kyste,de
359,Mallomonas acaroides,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Mallomonas,acaroides
360,Mallomonas acrokomos,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Mallomonas,acrokomos
361,Mallomonas caudata,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,con,0,0,0,0,0,large,Mallomonas,caudata
362,Mallomonas cf. minima,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Mallomonas,cf.
363,Mallomonas cf. minuta,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Mallomonas,cf.
364,Mallomonas elongata,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Mallomonas,elongata
365,Mallomonas cf. genevensis,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Mallomonas,cf.
366,Mallomonas globasa,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Mallomonas,globasa
367,Mallomonas lefevriana,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Mallomonas,lefevriana
368,Mallomonas sp.,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Mallomonas,
369,Mallomonas sp. 1,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Mallomonas,
370,Mallomonas sp. 2,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Mallomonas,
371,Monosiga varians,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Monosiga,varians
372,Ochromonas nannos,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Ochromonas,nannos
373,Ochromonas pyriformis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Ochromonas,pyriformis
374,Ochromonas sp.,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Ochromonas,
375,Ochromonas sp. 10 µm,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Ochromonas,
376,Ochromonas cf. variabilis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Ochromonas,cf.
377,Ochromonas tenera,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Ochromonas,tenera
378,Ochromonas verrucosa,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Ochromonas,verrucosa
379,Pseudokephyrion blatnense,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Pseudokephyrion,blatnense
380,Pseudokephyrion conicum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Pseudokephyrion,conicum
381,Pseudokephyrion entzii,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Pseudokephyrion,entzii
382,Pseudokephyrion ellipsoideum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Pseudokephyrion,ellipsoideum
383,Pseudokephyrion latum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Pseudokephyrion,latum
384,Pseudokephyrion pseudospiralis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Pseudokephyrion,pseudospiralis
385,Pseudokephyrion sp.,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Pseudokephyrion,
386,Pseudokephyrion striatum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,con,0,0,0,0,0,small,Pseudokephyrion,striatum
387,Pseudopedinella sp.,Dictyochophyceae,Pedinellales,1,0,1,0,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Pseudopedinella,
388,Salpingoeca bütschli,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Salpingoeca,butschli
389,Salpingoeca frequentissima,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Salpingoeca,frequentissima
390,Salpingoeca globulosa,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Salpingoeca,globulosa
391,Salpingoeca gracilis,Choanoflagellatea,Choanoflagellida,1,1,0,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Salpingoeca,gracilis
392,Salpingoeca minor,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Salpingoeca,minor
393,Salpingoeca sp.,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Salpingoeca,
394,Sphaeroeca volvox,Chrysophyceae,,1,0,1,0,Microphytoplancton,0,0,ell,1,0,0,0,0,large,Sphaeroeca,volvox
395,Stelexomonas dichotomus,Choanoflagellatea,Choanoflagellida,1,1,0,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Stelexomonas,dichotomus
396,Stichogloea olivacea var. sphaerica,Phaeothamniophyceae,Phaeothamniales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Stichogloea,olivacea
397,Stichogloea olivacea var. sphaerica cellule isolée,Phaeothamniophyceae,Phaeothamniales,0,NA,NA,NA,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stichogloea,olivacea
398,Stokesiella epipyxis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Stokesiella,epipyxis
399,Stomatocyste 114,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,114
400,Stomatocyste 130,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,130
401,Stomatocyste 153,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,153
402,Stomatocyste 2 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,2
403,Stomatocyste 219,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,219
404,Stomatocyste 3 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,3
405,Stomatocyste 4 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,4
406,Stomatocyste 5 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,5
407,Stomatocyste 5 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,5
408,Stomatocyste 6 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,6
409,Stomatocyste 62,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,62
410,Stomatocyste FR1,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Stomatocyste,FR1
411,Stomatocyste sp.,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Stomatocyste,
412,Synura sp.,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,1,sphe,0,0,0,0,0,large,Synura,
413,Uroglena americana,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,trel,1,0,0,0,0,large,Uroglena,americana
414,Uroglena soniaca,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,1,trel,0,0,0,0,0,small,Uroglena,soniaca
415,Uroglena sp.,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,trel,1,0,0,0,0,large,Uroglena,
416,Centritractus belenophorus,Xanthophyceae,Mischococcales,1,0,0,1,Microphytoplancton,0,1,tub,0,0,0,1,0,large,Centritractus,belenophorus
417,Heterothrix sp.,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,trel,1,0,0,0,0,large,Heterothrix,
418,Goniochloris cf. smithii,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,prisme,0,0,0,0,0,large,Goniochloris,cf.
419,Goniochloris fallax,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,prisme,0,0,0,0,0,large,Goniochloris,fallax
420,Goniochloris mutica,Xanthophyceae,Mischococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Goniochloris,mutica
421,Goniochloris pulchra,Xanthophyceae,Mischococcales,0,0,0,1,Nanophytoplancton,0,0,prisme,0,0,0,0,0,small,Goniochloris,pulchra
422,Goniochloris sp.,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,prisme,0,0,0,0,0,large,Goniochloris,
423,Isthmochloron trispinatum,Xanthophyceae,Mischococcales,0,0,0,1,Nanophytoplancton,0,0,box,0,0,0,0,0,small,Isthmochloron,trispinatum
424,Monallantus sp.,Xanthophyceae,Mischococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Monallantus,
425,Ophiocytium lagerheimii,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Ophiocytium,lagerheimii
426,Pseudogoniochloris tripus,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,prisme,0,0,0,0,0,large,Pseudogoniochloris,tripus
427,Pseudotetraedriella kamillae,Eustigmatophyceae,Eustigmatales,0,0,0,1,Nanophytoplancton,0,0,box,0,0,0,0,0,small,Pseudotetraedriella,kamillae
428,Pseudostaurastrum alternans,Eustigmatophyceae,Eustigmatales,0,0,0,1,Microphytoplancton,0,0,box,0,0,0,0,0,large,Pseudostaurastrum,alternans
429,Pseudostaurastrum hastatum,Eustigmatophyceae,Eustigmatales,0,0,0,1,Microphytoplancton,0,0,box,0,0,0,0,0,large,Pseudostaurastrum,hastatum
430,Pseudostaurastrum hastatum var. palatinum,Eustigmatophyceae,Eustigmatales,0,0,0,1,Microphytoplancton,0,0,box,0,0,0,0,0,large,Pseudostaurastrum,hastatum
431,Pseudostaurastrum limneticum,Eustigmatophyceae,Eustigmatales,0,0,0,1,Microphytoplancton,0,0,box,0,0,0,0,0,large,Pseudostaurastrum,limneticum
432,Tribonema cf. ambiguum,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,1,0,0,1,0,large,Tribonema,cf.
433,Tribonema ambiguum,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,1,0,0,1,0,large,Tribonema,ambiguum
434,Tribonema microchloron var. cylindricum,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,1,0,0,1,0,large,Tribonema,microchloron
435,Tribonema minus,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,1,0,0,1,0,large,Tribonema,minus
436,Tribonema sp.,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,1,0,0,1,0,large,Tribonema,
437,Xanthophycée indéterminée,Xanthophyceae,,0,0,0,1,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Xanthophycee,indeterminee
438,Acanthoceras zachariasi,Coscinodiscophyceae,Chaetocerotales,0,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Acanthoceras,zachariasi
439,Achnanthes catenata,Bacillariophyceae,Achnanthales,1,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Achnanthes,catenata
440,Achnanthidium catenatum,Bacillariophyceae,Achnanthales,1,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Achnanthidium,catenatum
441,Achnanthes clevei,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Achnanthes,clevei
442,Achnanthes coarctata,Bacillariophyceae,Achnanthales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Achnanthes,coarctata
443,Achnanthes conspicua,Bacillariophyceae,Achnanthales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Achnanthes,conspicua
444,Achnanthes exigua,Bacillariophyceae,Achnanthales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Achnanthes,exigua
445,Achnanthes exilis,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Achnanthes,exilis
446,Achnanthes flexella,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Achnanthes,flexella
447,Achnanthes lanceolata,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Achnanthes,lanceolata
448,Achnanthes minutissima,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Achnanthes,minutissima
449,Achnanthes sp.,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Achnanthes,
450,Achnanthidium minutissimum,Bacillariophyceae,Achnanthales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Achnanthidium,minutissimum
451,Amphipleura pellucida,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Amphipleura,pellucida
452,Amphora coffeaeformis,Bacillariophyceae,Thalassiophysales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Amphora,coffeaeformis
453,Amphora inariensis,Bacillariophyceae,Thalassiophysales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Amphora,inariensis
454,Amphora libyca,Bacillariophyceae,Thalassiophysales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Amphora,libyca
455,Amphora copulata,Bacillariophyceae,Thalassiophysales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Amphora,copulata
456,Amphora ovalis,Bacillariophyceae,Thalassiophysales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Amphora,ovalis
457,Amphora pediculus,Bacillariophyceae,Thalassiophysales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Amphora,pediculus
458,Amphora sp.,Bacillariophyceae,Thalassiophysales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Amphora,
459,Asterionella formosa,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Asterionella,formosa
460,Aulacoseira cf ambigua,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,ambigua
461,Aulacoseira ambigua,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,ambigua
462,Aulacoseira distans,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,distans
463,Aulacoseira granulata,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,granulata
464,Aulacoseira granulata var. angustissima,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,granulata
465,Aulacoseira granulata var. angustissima f. curvata,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,granulata
466,Aulacoseira islandica subsp. helvetica,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,islandica
467,Aulacoseira muzzanensis,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,muzzanensis
468,Aulacoseira sp.,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,
469,Aulacoseira subarctica,Coscinodiscophyceae,Aulacoseirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Aulacoseira,subarctica
470,Brachysira neoexilis,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,rhp,0,1,0,0,0,small,Brachysira,neoexilis
471,Caloneis sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Caloneis,
472,Campylodiscus noricus,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Campylodiscus,noricus
473,Centriques  spp.,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Centriques,
474,Centriques (Cyclotella + Stephanodiscus),Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Centriques,(Cyclotella
475,Centriques <10µm,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Centriques,<10?m
476,Centriques >10µm,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Centriques,>10?m
477,Cocconeis pediculus,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cocconeis,pediculus
478,Cocconeis placentula,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cocconeis,placentula
479,Cocconeis placentula var. euglypta,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cocconeis,placentula
480,Cocconeis sp.,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cocconeis,
481,Cyclostephanos dubius,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclostephanos,dubius
482,Cyclostephanos invisitatus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclostephanos,invisitatus
483,Cyclotella atomus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,atomus
484,Cyclotella atomus var. gracilis,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,atomus
485,Cyclotella bodanica var. bodanica,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,bodanica
486,Puncticulata bodanica,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Puncticulata,bodanica
487,Cyclotella bodanica var. lemanensis,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,bodanica
488,Cyclotella cf. distinguenda var. unipunctata,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,cf.
489,Cyclotella cf. quadrijuncta,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,cf.
490,Cyclotella cf. rossii,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,cf.
491,Cyclotella comensis,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,comensis
492,Cyclotella cyclopuncta,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,cyclopuncta
493,Cyclotella costei,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,costei
494,Cyclotella costei f. petite aire centrale,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,costei
495,Cyclotella delicatula,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,delicatula
496,Cyclotella distinguenda,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,distinguenda
497,Cyclotella glabriuscula,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,glabriuscula
498,Cyclotella kuetzingiana,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,kuetzingiana
499,Cyclotella meneghiniana,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,meneghiniana
500,Cyclotella meduanae,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,meduanae
501,Cyclotella ocellata,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,ocellata
502,Cyclotella operculata,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,operculata
503,Cyclotella planctonica,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,planctonica
504,Cyclotella polymorpha,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,polymorpha
505,Cyclotella pseudostelligera,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,pseudostelligera
506,Cyclotella radiosa,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,0,1,0,1,0,large,Cyclotella,radiosa
507,Cyclotella sp.,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,
508,Cyclotella spp<9µm /Stephanodiscus minutulus <7µm,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,spp<9?m
509,Cyclotella spp>9µm /Stephanodiscus minutulus >7µm,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,spp>9?m
510,Cyclotella stelligera,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,stelligera
511,Cyclotella wuethrichiana,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Cyclotella,wuethrichiana
512,Cymatopleura elliptica,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymatopleura,elliptica
513,Cymatopleura solea,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymatopleura,solea
514,Cymatopleura solea var. regula,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymatopleura,solea
515,Cymbella affinis,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,affinis
516,Cymbella amphicephala,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,amphicephala
517,Cymbella caespitosa,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,caespitosa
518,Cymbella cistula,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,cistula
519,Cymbella compacta,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,compacta
520,Cymbella cuspidata,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,cuspidata
521,Cymbella cymbiformis,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,cymbiformis
522,Cymbella delicatula,Bacillariophyceae,Cymbellales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Cymbella,delicatula
523,Cymbella ehrenbergii,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,ehrenbergii
