"phyto_name","genus","species","exact.match","accepted","synonyms","orig.name","match.name","Empire","Kingdom","Phylum","Class","Order","Family"
"Oscillatoria anguina","Oscillatoria","anguina","1","1","","Oscillatoria anguina","Oscillatoria anguina","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae"
"Ankistrodesmus gracilis","Messastrum","gracile","1","0","Messastrum gracile","Ankistrodesmus gracilis","Messastrum gracile","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Dictyosphaerium pulchellum","Mucidosphaerium","pulchellum","1","0","Mucidosphaerium pulchellum","Dictyosphaerium pulchellum","Mucidosphaerium pulchellum","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Elakatothrix","Elakatothrix","","1","0","Chadefaudiothrix","Elakatothrix","Elakatothrix","Eukaryota","Plantae","Charophyta","Klebsormidiophyceae","Klebsormidiales","Elakatotrichaceae"
"Surirella","Surirella","","1","1","","Surirella","Surirella","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Willea apiculata","Willea","apiculata","1","1","","Willea apiculata","Willea apiculata","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Oscillatoria tenuis",NA,NA,"0","0",NA,"Oscillatoria tenuis","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Glenodinium","Glenodinium","","1","0","Apocalathium,Scrippsiella,Kolkwitziella,Kansodinium,Gyrodinium,Palatinus,Peridiniopsis,Durinskia","Glenodinium","Glenodinium","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniales incertae sedis"
"Microcystis flos-aquae","Microcystis","flosaquae","1","1","","Microcystis flosaquae","Microcystis flosaquae","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Microcystaceae"
"Pseudostaurastrum limneticum","Pseudostaurastrum","limneticum","1","1","","Pseudostaurastrum limneticum","Pseudostaurastrum limneticum","Eukaryota","Chromista","Ochrophyta","Eustigmatophyceae","Goniochloridales","Goniochloridaceae"
"Selenastrum","Selenastrum","","1","0","Tetradesmus,Sorastrum,Messastrum,Monoraphidium,Kirchneriella,Ankistrodesmus","Selenastrum","Selenastrum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Cocconeis","Cocconeis","","1","1","","Cocconeis","Cocconeis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae"
"Gomphonema minuta","Gomphonema","minuta","1","1","","Gomphonema minuta","Gomphonema minuta","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Thalassiosira proschkinae","Minidiscus","proschkinae","1","0","Minidiscus proschkinae","Thalassiosira proschkinae","Minidiscus proschkinae","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Thalassiosirales","Thalassiosiraceae"
"Monoraphidium capricornutum","Monoraphidium","capricornutum","1","1","","Monoraphidium capricornutum","Monoraphidium capricornutum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Thalassiosira","Thalassiosira","","1","0","Thalassiothrix","Thalassiosira","Thalassiosira","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Thalassiosirales","Thalassiosiraceae"
"Diatoma vulgare",NA,NA,"0","0",NA,"Diatoma vulgare","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Gomphonema parvulum",NA,NA,"0","0",NA,"Gomphonema parvulum","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Micrasterias","Micrasterias","","1","1","","Micrasterias","Micrasterias","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Sorastrum","Sorastrum","","1","1","","Sorastrum","Sorastrum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Hydrodictyaceae"
"Parapediastrum biradiatum",NA,NA,"0","0",NA,"ParapediastrumA biradiatum",NA,NA,NA,NA,NA,NA,NA
"Raphidiopsis curvata","Raphidiopsis","curvata","1","1","","Raphidiopsis curvata","Raphidiopsis curvata","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Pediastrum","Pediastrum","","1","0","Pseudopediastrum","Pediastrum","Pediastrum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Hydrodictyaceae"
"Gloeocapsa","Gloeocapsa","","1","0","Gloeocapsopsis,Sphaerellocystis","Gloeocapsa","Gloeocapsa","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Microcystaceae"
"Attheya","Attheya","","1","0","Acanthoceras","Attheya","Attheya","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Biddulphiales","Attheyaceae"
"Campylodiscus","Campylodiscus","","1","0","Coronia","Campylodiscus","Campylodiscus","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Denticula",NA,NA,"0","0",NA,"Denticula ",NA,NA,NA,NA,NA,NA,NA
"Diploneis","Diploneis","","1","1","","Diploneis","Diploneis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae"
"Hantzschia","Hantzschia","","1","1","","Hantzschia","Hantzschia","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Mallomonas pseudocoronata","Mallomonas","pseudocoronata","1","1","","Mallomonas pseudocoronata","Mallomonas pseudocoronata","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae"
"Coelastrum scabrum","Coelastrum","scabrum","1","1","","Coelastrum scabrum","Coelastrum scabrum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Gloeocystis major","Gloeocystis","major","1","1","","Gloeocystis major","Gloeocystis major","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Radiococcaceae"
"Chroococcus turgidus","Chroococcus","turgidus","1","1","","Chroococcus turgidus","Chroococcus turgidus","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae"
"Surirella librile","Surirella","librile","1","1","","Surirella librile","Surirella librile","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Ankistrodesmus","Ankistrodesmus","","1","0","Monoraphidium,Selenastrum","Ankistrodesmus","Ankistrodesmus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Sorastrum spinulosum","Sorastrum","spinulosum","1","1","","Sorastrum spinulosum","Sorastrum spinulosum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Hydrodictyaceae"
"Chroococcus aphanocapsoides","Eucapsis","aphanocapsoides","1","0","Eucapsis aphanocapsoides","Chroococcus aphanocapsoides","Eucapsis aphanocapsoides","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Merismopediaceae"
"Phacus circumflexus","Phacus","circumflexus","1","1","","Phacus circumflexus","Phacus circumflexus","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Phacaceae"
"Planktosphaeria gelatinosa","Planktosphaeria","gelatinosa","1","1","","Planktosphaeria gelatinosa","Planktosphaeria gelatinosa","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Schizochlamydaceae"
"Tryblionella",NA,NA,"0","0",NA,"Tryblionella ",NA,NA,NA,NA,NA,NA,NA
"Actinocyclus normanii","Actinocyclus","normanii","1","1","","Actinocyclus normanii","Actinocyclus normanii","Eukaryota","Chromista","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Hemidiscaceae"
"Nitzschia incerta","Nitzschia","incerta","1","1","","Nitzschia incerta","Nitzschia incerta","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Scenedesmus balatonicus","Scenedesmus","balatonicus","1","1","","Scenedesmus balatonicus","Scenedesmus balatonicus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Closterium gracile","Closterium","gracile","1","1","","Closterium gracile","Closterium gracile","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Closteriaceae"
"Coelosphaerium dubium","Coelosphaerium","dubium","1","1","","Coelosphaerium dubium","Coelosphaerium dubium","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Coelosphaeriaceae"
"Cylindrospermum muscicola","Cylindrospermum","muscicola","1","1","","Cylindrospermum muscicola","Cylindrospermum muscicola","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae"
"Gloeocystis gigas","Chlamydocapsa","planctonica","1","0","Chlamydocapsa planctonica","Gloeocystis gigas","Chlamydocapsa planctonica","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Palmellopsidaceae"
"Phacus acuminatus","Phacus","acuminatus","1","1","","Phacus acuminatus","Phacus acuminatus","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Phacaceae"
"Stephanodiscus niagarae","Stephanodiscus","niagarae","1","1","","Stephanodiscus niagarae","Stephanodiscus niagarae","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Characium","Characium","","1","0","Characiopsis,Ankyra,Characiellopsis,Characiopodium,Chlamydopodium","Characium","Characium","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Characiaceae"
"Dolichospermum helicoideum","Dolichospermum","helicoideum","1","1","","Dolichospermum helicoideum","Dolichospermum helicoideum","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Planktothrix agardhii","Planktothrix","agardhii","1","1","","Planktothrix agardhii","Planktothrix agardhii","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Microcoleaceae"
"Caloneis","Caloneis","","1","1","","Caloneis","Caloneis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Cylindrospermum","Cylindrospermum","","1","0","Anabaena","Cylindrospermum","Cylindrospermum","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae"
"Nephrocytium lunatum","Nephrocytium","lunatum","1","1","","Nephrocytium lunatum","Nephrocytium lunatum","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Crucigeniella irregularis","Crucigeniella","irregularis","1","1","","Crucigeniella irregularis","Crucigeniella irregularis","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Woronichinia delicatula","Woronichinia","delicatula","1","1","","Woronichinia delicatula","Woronichinia delicatula","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Coelosphaeriaceae"
"Didymogenes","Didymogenes","","1","1","","Didymogenes","Didymogenes","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Didymogenes palatina","Didymogenes","palatina","1","1","","Didymogenes palatina","Didymogenes palatina","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Diploneis pseudovalis","Diploneis","pseudovalis","1","1","","Diploneis pseudovalis","Diploneis pseudovalis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae"
"Sellaphora pupula","Sellaphora","pupula","1","1","","Sellaphora pupula","Sellaphora pupula","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae"
"Staurosirella","Staurosirella","","1","0","Belonastrum","Staurosirella","Staurosirella","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Staurosiraceae"
"Dictyococcus","Dictyococcus","","1","0","Bracteacoccus,Pseudodictyococcus,Myrmecia,Pseudomuriella","Dictyococcus","Dictyococcus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Dictyococcaceae"
"Tetrabaena socialis","Tetrabaena","socialis","1","1","","Tetrabaena socialis","Tetrabaena socialis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Tetrabaenaceae"
"Tetrastrum heteracanthum","Tetrastrum","heteracanthum","1","1","","Tetrastrum heteracanthum","Tetrastrum heteracanthum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Hippodonta","Hippodonta","","1","1","","Hippodonta","Hippodonta","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Haematococcus lacustris","Haematococcus","lacustris","1","1","","Haematococcus lacustris","Haematococcus lacustris","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Haematococcaceae"
"Pseudotetrastrum punctatum","Pseudotetrastrum","punctatum","1","1","","Pseudotetrastrum punctatum","Pseudotetrastrum punctatum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Sellaphora arvensis","Sellaphora","arvensis","1","1","","Sellaphora arvensis","Sellaphora arvensis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae"
"Aulacoseira distans","Aulacoseira","distans","1","1","","Aulacoseira distans","Aulacoseira distans","Eukaryota","Chromista","Bacillariophyta","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae"
"Kirchneriella aperta","Kirchneriella","aperta","1","1","","Kirchneriella aperta","Kirchneriella aperta","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Pinnularia borealis var. rectangularis","Pinnularia","borealis rectangularis","1","1","","Pinnularia borealis rectangularis","Pinnularia borealis rectangularis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae"
"Staurastrum natator","Staurastrum","natator","1","1","","Staurastrum natator","Staurastrum natator","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Trachelomonas granulosa","Trachelomonas","granulosa","1","1","","Trachelomonas granulosa","Trachelomonas granulosa","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Euglenaceae"
"Trachelomonas pulcherrima var. minor","Trachelomonas","pulcherrima minor","1","1","","Trachelomonas pulcherrima minor","Trachelomonas pulcherrima minor","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Euglenaceae"
"Willea truncata","Willea","truncata","1","1","","Willea truncata","Willea truncata","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Chlorotetraedron incus","Chlorotetraedron","incus","1","1","","Chlorotetraedron incus","Chlorotetraedron incus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Neochloridaceae"
"Euastropsis richteri","Euastropsis","richteri","1","1","","Euastropsis richteri","Euastropsis richteri","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Hydrodictyaceae"
"Monoraphidium mirabile","Monoraphidium","mirabile","1","1","","Monoraphidium mirabile","Monoraphidium mirabile","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Synura uvella","Synura","uvella","1","1","","Synura uvella","Synura uvella","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Synuraceae"
"Nitzschia acula","Nitzschia","acula","1","1","","Nitzschia acula","Nitzschia acula","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Nitzschia perminuta","Nitzschia","perminuta","1","1","","Nitzschia perminuta","Nitzschia perminuta","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Pinnularia lundii","Pinnularia","lundii","1","1","","Pinnularia lundii","Pinnularia lundii","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae"
"Pinnularia obscura","Pinnularia","obscura","1","1","","Pinnularia obscura","Pinnularia obscura","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae"
"Tryblionella levidensis","Tryblionella","levidensis","1","1","","Tryblionella levidensis","Tryblionella levidensis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Ceratium cornutum","Ceratium","cornutum","1","1","","Ceratium cornutum","Ceratium cornutum","Eukaryota","Chromista","Miozoa","Dinophyceae","Gonyaulacales","Ceratiaceae"
"Cymbella tumida","Cymbella","tumida","1","1","","Cymbella tumida","Cymbella tumida","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae"
"Fragilaria capucina var. gracilis","","","1","0"," ","Fragilaria capucina gracilis"," ",NA,NA,NA,NA,NA,NA
"Gomphonema sphaerophorum","Gomphonema","sphaerophorum","1","1","","Gomphonema sphaerophorum","Gomphonema sphaerophorum","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Navicula gregaria","Navicula","gregaria","1","1","","Navicula gregaria","Navicula gregaria","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Pyramichlamys","Pyramichlamys","","1","0","Tetraselmis,Carteria","Pyramichlamys","Pyramichlamys","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae"
"Euglena oxyuris var. minor","Lepocinclis","oxyuris minor","1","0","Lepocinclis oxyuris minor","Euglena oxyuris minor","Lepocinclis oxyuris minor","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Phacaceae"
"Gomphonema olivaceum","Gomphonema","olivaceum","1","1","","Gomphonema olivaceum","Gomphonema olivaceum","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Kirchneriella lunaris","Kirchneriella","lunaris","1","1","","Kirchneriella lunaris","Kirchneriella lunaris","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Navicula veneta","Navicula","veneta","1","1","","Navicula veneta","Navicula veneta","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Nitzschia inconspicua","Nitzschia","inconspicua","1","1","","Nitzschia inconspicua","Nitzschia inconspicua","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Cymbopleura subcuspidata","Cymbopleura","subcuspidata","1","1","","Cymbopleura subcuspidata","Cymbopleura subcuspidata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae"
"Gloeobotrys limneticus","Gloeobotrys","limneticus","1","1","","Gloeobotrys limneticus","Gloeobotrys limneticus","Eukaryota","Chromista","Ochrophyta","Xanthophyceae","Mischococcales","Gloeobotrydaceae"
"Microcrocis","Microcrocis","","1","1","","Microcrocis","Microcrocis","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Merismopediaceae"
"Nitzschia reversa","Nitzschia","reversa","1","1","","Nitzschia reversa","Nitzschia reversa","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Pediastrum simplex","Monactinus","simplex","1","0","Monactinus simplex","Pediastrum simplex","Monactinus simplex","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Hydrodictyaceae"
"Staurosira pseudoconstruens","Staurosira","pseudoconstruens","1","1","","Staurosira pseudoconstruens","Staurosira pseudoconstruens","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Staurosiraceae"
"Encyonema silesiacum","Encyonema","silesiacum","1","1","","Encyonema silesiacum","Encyonema silesiacum","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Rhodomonas","Rhodomonas","","1","0","Teleaulax,Cryptomonas,Hillea,Plagioselmis","Rhodomonas","Rhodomonas","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Pyrenomonadales","Pyrenomonadaceae"
"Trachelomonas dybowskii","Trachelomonas","dybowskii","1","1","","Trachelomonas dybowskii","Trachelomonas dybowskii","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Euglenaceae"
"Pyramimonas tetrarhynchus","Pyramimonas","tetrarhynchus","1","1","","Pyramimonas tetrarhynchus","Pyramimonas tetrarhynchus","Eukaryota","Plantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae"
"Chlorococcum","Chlorococcum","","1","0","Spongiococcum,Tetracystis,Neochloris","Chlorococcum","Chlorococcum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae"
"Dactylococcopsis fascicularis","Dactylococcopsis","fascicularis","1","1","","Dactylococcopsis fascicularis","Dactylococcopsis fascicularis","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae"
"Rhabdoderma irregulare","Rhabdoderma","irregulare","1","1","","Rhabdoderma irregulare","Rhabdoderma irregulare","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Synechococcaceae"
"Chloroidium ellipsoideum","Chloroidium","ellipsoideum","1","1","","Chloroidium ellipsoideum","Chloroidium ellipsoideum","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae ordo incertae sedis","Trebouxiophyceae incertae sedis"
"Pinnularia subcapitata","Pinnularia","subcapitata","1","1","","Pinnularia subcapitata","Pinnularia subcapitata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae"
"Craticula subminuscula","Craticula","subminuscula","1","1","","Craticula subminuscula","Craticula subminuscula","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae"
"Euglena oxyuris","Lepocinclis","oxyuris","1","0","Lepocinclis oxyuris","Euglena oxyuris","Lepocinclis oxyuris","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Phacaceae"
"Westella botryoides","Westella","botryoides","1","1","","Westella botryoides","Westella botryoides","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Characium ambiguum","Characium","ambiguum","1","1","","Characium ambiguum","Characium ambiguum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Characiaceae"
"Humidophila perpusilla","Humidophila","perpusilla","1","1","","Humidophila perpusilla","Humidophila perpusilla","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Diadesmidaceae"
"Planktosphaeria","Planktosphaeria","","1","0","Follicularia","Planktosphaeria","Planktosphaeria","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Schizochlamydaceae"
"Oscillatoria nitida","Oscillatoria","nitida","1","1","","Oscillatoria nitida","Oscillatoria nitida","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae"
"Surirella ovalis",NA,NA,"0","0",NA,"Surirella ovalis","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Korshikoviella michailovskoensis","Korshikoviella","michailovskoensis","1","1","","Korshikoviella michailovskoensis","Korshikoviella michailovskoensis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Characiaceae"
"Stichococcus subtilis","Klebsormidium","subtile","1","0","Klebsormidium subtile","Stichococcus subtilis","Klebsormidium subtile","Eukaryota","Plantae","Charophyta","Klebsormidiophyceae","Klebsormidiales","Klebsormidiaceae"
"Synechococcus sigmoideus","Synechococcus","sigmoideus","1","1","","Synechococcus sigmoideus","Synechococcus sigmoideus","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Synechococcaceae"
"Halamphora holsatica","Halamphora","holsatica","1","1","","Halamphora holsatica","Halamphora holsatica","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Amphipleuraceae"
"Frustulia rhomboides","Frustulia","rhomboides","1","1","","Frustulia rhomboides","Frustulia rhomboides","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Amphipleuraceae"
"Navicula stankovicii","Navicula","stankovicii","1","1","","Navicula stankovicii","Navicula stankovicii","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Gomphonema angustum","Gomphonema","angustum","1","1","","Gomphonema angustum","Gomphonema angustum","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Cylindrospermopsis raciborskii","Raphidiopsis","raciborskii","1","0","Raphidiopsis raciborskii","Cylindrospermopsis raciborskii","Raphidiopsis raciborskii","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Navicula capitatoradiata","Navicula","capitatoradiata","1","1","","Navicula capitatoradiata","Navicula capitatoradiata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Navicula recens","Navicula","recens","1","1","","Navicula recens","Navicula recens","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Aphanocapsa planctonica","Aphanocapsa","planctonica","1","1","","Aphanocapsa planctonica","Aphanocapsa planctonica","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Merismopediaceae"
"Stephanodiscus parvus","Stephanodiscus","parvus","1","1","","Stephanodiscus parvus","Stephanodiscus parvus","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Woronichinia karelica","Woronichinia","karelica","1","1","","Woronichinia karelica","Woronichinia karelica","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Coelosphaeriaceae"
"Euglena acus var. rigida","Euglena","acus rigida","1","1","","Euglena acus rigida","Euglena acus rigida","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Euglenaceae"
"Pseudanabaena redekei","Limnothrix","redekei","1","0","Limnothrix redekei","Pseudanabaena redekei","Limnothrix redekei","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Pseudanabaenaceae"
"Rhabdoderma lineare","Rhabdoderma","lineare","1","1","","Rhabdoderma lineare","Rhabdoderma lineare","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Synechococcaceae"
"Sorastrum americanum","Sorastrum","americanum","1","1","","Sorastrum americanum","Sorastrum americanum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Hydrodictyaceae"
"Surirella brebissonii","Surirella","brebissonii","1","1","","Surirella brebissonii","Surirella brebissonii","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Reimeria sinuata","Reimeria","sinuata","1","1","","Reimeria sinuata","Reimeria sinuata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Strombomonas giarardiana","Strombomonas","giarardiana","1","1","","Strombomonas giarardiana","Strombomonas giarardiana","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Euglenaceae"
"Surirella angusta","Surirella","angusta","1","1","","Surirella angusta","Surirella angusta","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
