phyto_name,Empire,Kingdom,Phylum,Class,Order,Family,volume.um3,surface.area.um2,Colonial,SAV,MLD,MSV
Hyalotheca dissiliens,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,8206.7,220,1,0.026807365,24,0.643376753
Isthmochloron trispinatum,Eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,677.6,745,0,1.099468713,11,12.09415584
Jaaginema geminatum,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcales familia incertae sedis,907.9,1085.75,1,1.195891618,100,119.5891618
Katodinium simile,Eukaryota,Chromista,Miozoa,Dinophyceae,Tovelliales,Tovelliaceae,1653.21,380,0,0.229855856,18,4.137405411
Kephyrion,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,104.7,520,0,4.966571156,8,39.73256925
Kephyrion littorale,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,107.18,453,0,4.226534801,6.4,27.04982273
Kephyrion petasatum,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,268.1,713,0,2.659455427,8,21.27564342
Kephyrion skujae,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista,Eukaryota,104.7,520,0,4.966571156,8,39.73256925
Kephyrion spirale,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,58.61333333,388,0,6.619654231,7,46.33757962
Kirchneriella dianae,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,32708.33,24400.08,1,0.745989783,100,74.5989783
Kirchneriella irregularis,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,32708.33,24400.08,1,0.745989783,13,9.697867179
Kirchneriella lunaris,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,89751.67,47800.4,1,0.532585076,50,26.62925381
Kirchneriella obesa,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,133973.33,62424.81,1,0.465949529,100,46.59495289
Klebsormidium subtile,Eukaryota,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,3848.2,2274.93,1,0.591167299,100,59.1167299
Komvophoron,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Gomontiellaceae,78.5,315.57,1,4.02,100,402
Komvophoron minutum,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Gomontiellaceae,314,640.27,1,2.039076433,80,163.1261146
Korshikoviella,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,565.2,478,0,0.84571833,60,50.74309979
Korshikoviella limnetica,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,699.96,357,0,0.510029145,53.5,27.28655923
Korshikoviella michailovskoensis,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,1641.17,640,0,0.389965695,100,38.99656952
Lagerheimia,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,334.9333333,807,0,2.409434714,10,24.09434714
Lagerheimia chodatii,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,183.17,747,0,4.078178741,14,57.09450237
Lagerheimia ciliata,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,2591.8,448,0,0.172852844,70,12.09969905
Lagerheimia genevensis,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,130.9,608,0,4.644766998,60,278.6860199
Lagerheimia longiseta,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,402.1,869,0,2.161153942,90,194.5038548
Lagerheimia quadriseta,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,130.9,608,0,4.644766998,60,278.6860199
Lagerheimia subsalsa,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,232.16375,735,0,3.165868918,10.5,33.24162364
Lagerheimia wratislawiensis,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,490.1,797,0,1.626198735,13,21.14058355
Lanceola spatulifera,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,250.02,497,0,1.987840973,65,129.2096632
Lemmermannia komarekii,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,3499.2,1767.27,1,0.505049726,60,30.30298354
Lemmermannia triangularis,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,403.2,801,1,1.986607143,12,23.83928571
Lemmermanniella,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,52046.54667,6644.24,1,0.127659574,47,6
Lemmermanniella parva,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,4460,6079.04,1,1.363013453,44,59.97259193
Lemnicola exigua,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,190.4,535,0,2.80987395,17,47.76785714
Lepocinclis acus,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Phacaceae,5915.76,496,0,0.083843834,157,13.16348195
Lepocinclis oxyuris,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Phacaceae,37453.92,872,0,0.023281942,248.5,5.785562633
Leptolyngbya,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,314,634.28,1,2.02,100,202
Leptolyngbya lagerheimii,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,90.75,218.06,1,2.402865014,40,96.11460055
Limnococcus limneticus,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Eubacteria,Prokaryota,32400,14400,1,0.444444444,60,26.66666667
Limnothrix guttulata,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,706.5,956.13,1,1.353333333,100,135.3333333
Limnothrix planctonica,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,314,650,1,2.070063694,100,207.0063694
Limnothrix redekei,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,176.7,474.53,1,2.685512168,100,268.5512168
Lindavia bodanica,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,50240,622,0,0.012380573,40,0.49522293
Lindavia schroeteri,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,15451.16,315,0,0.020386819,27,0.550444109
Lyngbya,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,5024,2612.48,1,0.52,100,52
Mallomonas,Eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,1592.8,309,0,0.193997991,18,3.491963837
Mallomonas akrokomos,Eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,314.2,451,0,1.43539147,40,57.41565882
Mallomonas caudata,Eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,2154.04,591,0,0.274368164,35,9.60288574
Mallomonas elongata,Eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,5309.3,795,0,0.149737253,60,8.98423521
Mallomonas lefevriana Bourrelly,Eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,226.2,766,0,3.386383731,12,40.63660477
Mallomonas ploesslii,Eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,3652.1,569,0,0.155800772,31,4.829823937
Melosira varians,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,4704,222,1,0.047193878,100,4.719387755
Meridion circulare,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,1260,236,1,0.187301587,50,9.365079365
Merismopedia,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,720,2040,1,2.833333333,50,141.6666667
Merismopedia elegans,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,5512.5,3290,1,0.596825397,70,41.77777778
Merismopedia glauca,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,2205,3080,1,1.396825397,120,167.6190476
Merismopedia hyalina,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,12960,9360,1,0.722222222,20,14.44444444
Merismopedia minima,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,952,1606,1,1.68697479,20,33.7394958
Merismopedia tenuissima,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,160,880,1,5.5,20,110
Merismopedia tranquilla,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,1728,874,1,0.505787037,12,6.069444444
Micractinium crassisetum,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,19625,48800.16,1,2.486632357,50,124.3316178
Micractinium pusillum,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,10048,15624.05,1,1.554941282,100,155.4941282
Microcystis aeruginosa,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Eubacteria,Prokaryota,5236,31400,1,5.996944232,100,599.6944232
Microcystis flosaquae,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,23140,88495.39,1,3.824347018,170,650.1389931
Microcystis wesenbergii,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,3270.833333,2211.34,1,0.676078471,100,67.60784714
Monactinus simplex,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,235500,31425.12,1,0.13344,100,13.344
Monallantus,Eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,130.8333333,608,0,4.647133759,10,46.47133759
Monoraphidium,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,98.13,690,0,7.031488841,25,175.787221
Monoraphidium circinale,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,25,205,0,8.2,8,65.6
Monoraphidium dybowskii,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,71.96,638,0,8.866036687,11,97.52640356
Monoraphidium griffithii,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,298.5,470,0,1.574539363,70,110.2177554
Monoraphidium indicum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,1470,714,0,0.485714286,150,72.85714286
Monoraphidium irregulare,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,129.53,189,0,1.459121439,55,80.25167915
Monoraphidium komarkovae,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,320.47,168,0,0.524230037,70,36.6961026
Monoraphidium minutum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,131.9,828,0,6.277482942,15,94.16224412
Monoraphidium mirabile,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,879.6,648,0,0.736698499,100,73.66984993
Monoraphidium pusillum,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,100.68,825,0,8.194278903,19,155.6912992
Monosiga varians,Eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,220.9,655,0,2.965142598,7.5,22.23856949
Mougeotia,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Zygnematales,Zygnemataceae,2544.7,102,1,0.04008331,100,4.008331041
Mougeotia gracillima,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Zygnematales,Zygnemataceae,1539.4,871,1,0.565804859,100,56.5804859
Mucidosphaerium pulchellum,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,5747,5538.96,1,0.963800244,80,77.10401949
Naiadinium polonicum,Eukaryota,Chromista,Miozoa,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,17584,184,0,0.010464058,40,0.418562329
Navicula,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,336,855,0,2.544642857,30,76.33928571
Navicula capitatoradiata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,518.4,138,0,0.266203704,36,9.583333333
Navicula crucicula lanceolata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,4186,605,0,0.144529384,92,13.2967033
Navicula cryptotenella,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,270.2,746,0,2.760917839,27,74.54478164
Navicula gregaria,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,202.5,219,0,1.081481481,27,29.2
Navicula menisculus,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,765.5,72,0,0.094056172,27,2.539516656
Navicula minima,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,75,99,0,1.32,8.3,10.956
Navicula radiosa,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,2940,519,0,0.176530612,70,12.35714286
Navicula reinhardtii,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,1568,298,0,0.19005102,40,7.602040816
Navicula tripunctata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,720,252,0,0.35,50,17.5
Navigeia decussis,Eukaryota,Chromista,Bacillariophyta,Bacillariophyta classis incertae sedis,Bacillariophyta ordo incertae sedis,Bacillariophyta familia incertae sedis,420,768,0,1.828571429,20,36.57142857
Neglectella solitaria,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Eremosphaeraceae,1047.2,259,0,0.247326203,20,4.946524064
Neidium,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,1904,353,0,0.18539916,40,7.415966387
Neocystis ovalis,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,8373.33,5024,1,0.600000239,35,21.00000836
Nephrocytium,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,10048,15624.05,1,1.554941282,15,23.32411923
Nephrocytium agardhianum,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,10048,15624.05,1,1.554941282,40,62.19765127
Nephrocytium limneticum,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,10048,15624.05,1,1.554941282,17.5,27.21147243
Nitzschia,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,784,70,0,0.089285714,49,4.375
Nitzschia acicularis,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,283.5,809,0,2.85361552,45,128.4126984
Nitzschia dissipata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,930,171,0,0.183870968,62,11.4
Nitzschia fonticola,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,344,692,0,2.011627907,37.5,75.43604651
Nitzschia fruticosa,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,219.4,708,1,3.22698268,45,145.2142206
Nitzschia gracilis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista,Eukaryota,477.75,58,0,0.121402407,65,7.891156463
Nitzschia inconspicua,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,89,283,0,3.179775281,12.5,39.74719101
Nitzschia linearis,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,7634.25,665,0,0.087107443,145,12.6305793
Nitzschia palea,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,378,819,0,2.166666667,42,91
Nitzschia paleacea,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,242.81,693,0,2.85408344,37,105.6010873
Nitzschia vermicularis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista,Eukaryota,2688,579,0,0.215401786,160,34.46428571
Ochromonas,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,65.42,348,0,5.319474167,5,26.59737083
Ochromonas pyriformis,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,269.232,824,0,3.060557437,14.2,43.45991561
Ochromonas variabilis,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,166.8875,598,0,3.583252191,7.5,26.87439143
Ochromonas verrucosa,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,5480,633,0,0.115510949,29,3.349817518
Oedogonium,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,1590.4,1444.79,1,0.908444416,100,90.84444165
Oocystis,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,131.9,612,0,4.639878696,15,69.59818044
Oocystis borgei,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,7536,11718.03,0,1.554940287,40,62.19761146
Oocystis lacustris,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,703.36,2345.94,0,3.335333258,30,100.0599977
Oocystis marssonii,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,4689.07,6254.19,0,1.333780472,32,42.68097512
Oocystis naegelii,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,16485,14640.05,0,0.888083106,50,44.40415529
Oocystis parva,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,527.8,828.43,0,1.569590754,12,18.83508905
Oocystis polymorpha,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,2051.47,378,0,0.184258117,20,3.685162347
Oocystis rhomboidea,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,158.26,710.09,0,4.486857071,6.5,29.16457096
Oscillatoria,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,2827.4,1940.52,1,0.686326661,100,68.63266605
Oscillatoria janus,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,346.4,666.32,1,1.923556582,100,192.3556582
Oscillatoria limosa,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,22698,5791.73,1,0.255164772,100,25.51647722
Oscillatoria tenuis,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,5671.63,2782.43,1,0.490587362,100,49.0587362
Pandorina,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,2136.46,1017.36,1,0.476189585,18,8.571412524
Pandorina morum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,125652.33,15386,1,0.122448983,70,8.571428799
Pannus spumosus,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,50000,60000,1,1.2,100,120
Pantocsekiella comensis,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,269.26,231,0,0.857906856,7,6.005347991
Pantocsekiella costei,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,572.27,381,0,0.665769654,9,5.991926888
Pantocsekiella delicatula,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,169.56,83,0,0.489502241,6,2.937013447
Pantocsekiella polymorpha,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,6280,116,0,0.018471338,20,0.369426752
Pantocsekiella rossii,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,3526.32,842,0,0.238775834,16.5,3.939801266
Papenfussiomonas cordata,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliellaceae,1131,226,0,0.199823165,15,2.99734748
Paradoxia multiseta,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Coccomyxaceae,565.2,3512.55,0,6.21470276,60,372.8821656
Parapediastrum biradiatum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,87899.9,16302.88,1,0.185470973,72,13.35391007
Paraplaconeis placentula,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,2750,675,0,0.245454545,55,13.5
Parvodinium goslaviense,Eukaryota,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,3204.4,567,0,0.176944202,25,4.423605043
Parvodinium inconspicuum,Eukaryota,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,3769.9,603,0,0.159951192,25,3.998779808
Parvodinium umbonatum,Eukaryota,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,10362,696,0,0.0671685,30,2.015055009
Paulschulzia pseudovolvox,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Tetrasporaceae,287205.33,61544,1,0.214285717,140,30.00000035
Pediastrum duplex,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,235500,31753.25,1,0.134833333,100,13.48333333
Peridiniopsis cunningtonii,Eukaryota,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniopsidaceae,8835.7,817,0,0.092465792,30,2.773973766
Peridiniopsis quadridens,Eukaryota,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniopsidaceae,7623.6,884,0,0.115955716,35,4.058450076
Peridinium,Eukaryota,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,9188.0325,707,0,0.076947921,27,2.07759387
Phacotus lendneri,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Phacotaceae,412.3,463,0,1.122968712,16.5,18.52898375
Phacotus lenticularis,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Phacotaceae,1058.703333,286,0,0.270141777,17,4.592410214
Phacus acuminatus,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Phacaceae,9180,112,0,0.012200436,34,0.414814815
Phormidium,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,1962.5,1609.25,1,0.82,100,82
Pinnularia ,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,15735.2,777,0,0.049379735,89,4.39479638
Placoneis clementis,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,858,93,0,0.108391608,32.5,3.522727273
Plagioselmis lacustris,Eukaryota,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,586.13,97,0,0.165492297,14,2.316892157
Plagioselmis nannoplanctica,Eukaryota,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,88.55,514,0,5.804630152,9,52.24167137
Planktolyngbya,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,176.63,474.53,1,2.686576459,100,268.6576459
Planktolyngbya limnetica,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,132.67,410.85,1,3.096781488,100,309.6781488
Planktosphaeria gelatinosa,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Schizochlamydaceae,523.6,887,0,1.694041253,20,33.88082506
Planktothrix,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,1962.5,1609.25,1,0.82,100,82
Planktothrix agardhii,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,2826,1940.52,1,0.686666667,100,68.66666667
Planktothrix rubescens,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,2827.4,1940.52,1,0.686326661,100,68.63266605
Planothidium lanceolatum,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,475,669,0,1.408421053,23,32.39368421
Pseudanabaena,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,314.2,634.28,1,2.018714195,100,201.8714195
Pseudanabaena acicularis,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,283.5,723,1,2.55026455,100,255.026455
Pseudanabaena arcuata,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,61.9,486,1,7.851373183,35,274.7980614
Pseudanabaena catenata,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,201,506.42,1,2.519502488,100,251.9502488
Pseudanabaena galeata,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,283.5,602.27,1,2.124409171,100,212.4409171
Pseudanabaena limnetica,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,283.5,602.27,1,2.124409171,100,212.4409171
Pseudanabaena mucicola,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,110,344,1,3.127272727,35,109.4545455
Pseudochlorella pyrenoidosa,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,267.95,266,0,0.992722523,8,7.941780183
Pseudococcomyxa,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,32.97,284,0,8.613891416,7,60.29723992
Pseudodidymocystis fina,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,49.22,98,1,1.991060544,5.65,11.24949208
